sigma,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.6,0.66288116008312,0.1755232808612733,0.043926372683515916,0.010955607708337181,0.0027318432703285363,0.0006811917471291501,0.000169856675951217,4.235413746669818e-05,1.0561097730390711e-05,2.633433046220112e-06,6.5665234674264e-07,1.637377130590807e-07,4.082836041142503e-08,1.0180641849344346e-08,2.538565531904589e-09,6.329969225063209e-10,1.5783918077618205e-10,3.9357548358139924e-11,9.813891615161468e-12,2.4471155509414984e-12,6.101936677605324e-13,1.5215313883800834e-13,3.793972124165598e-14,9.460353292001783e-15,2.3589599891742172e-15,5.882118837178596e-16,1.4667193243410184e-16,3.657297031807776e-17,9.119550930359146e-18,2.2739801675421068e-18,5.670219774923882e-19,1.4138818251299776e-19,3.525545560462334e-20,8.791025726462764e-21,2.1920616823115323e-21,5.465954222604541e-22,1.3629477584820356e-22,3.398540340255591e-23,8.47433540461478e-24,2.1130942510603293e-24,5.269047188565012e-25,1.3138485546204833e-25,3.276110390934766e-26,8.169053621778321e-27,2.0369715642106022e-27,5.079233587524592e-28,1.2665181139450823e-28,3.1580908916866257e-29,7.874769393615236e-30,1.9635911419097866e-30,4.896257883707402e-31,1.2208927180456941e-31,3.044322959248115e-32,7.591086541199438e-33,1.8928541960676915e-33,4.719873746828537e-34,1.1769109439216723e-34,2.934653434010425e-35,7.317623157663686e-36,1.824665497363339e-36,4.549843720472737e-37,1.1345135812913916e-37,2.8289346738284595e-38,7.054011094058085e-39,1.758933247042941e-39,4.385938902419803e-40,1.0936435528806514e-40,2.727024355258372e-41,6.799895463731592e-42,1.6955689533361947e-42,4.227938636485898e-43,1.0542458375826168e-43,2.62878528195497e-44,6.554934164567212e-45,1.6344873123246002e-45,4.075630215466068e-46,1.0162673963859404e-46,2.53408519997187e-47,6.318797418428441e-48,1.5756060931014142e-48,3.928808594777995e-49,9.796571009711213e-50,2.4427966197151253e-50,6.091167327196814e-51,1.518846027068608e-51,3.787276116421797e-52,9.443656648792784e-53,2.354796644310887e-53,5.871737444802867e-54,1.4641307012219358e-54,3.650842242883424e-55,9.103455771604427e-56,2.2699668041559965e-56,5.660212364674397e-57,1.411386455280128e-57,3.519323300624496e-58,8.775510384121252e-59,2.1881928974287404e-59,5.456307322046496e-60,1.3605422825200323e-60,3.3925422328127524e-61
0.62,0.66911355985,0.19565077841345235,0.05355495602732584,0.014590311276514955,0.003973539667832344,0.0010821296212110145,0.0002947000313708771,8.025664800098536e-05,2.1856561908885414e-05,5.952270746421386e-06,1.6210018384565195e-06,4.4145286264874045e-07,1.202223373949198e-07,3.2740552008149666e-08,8.91634424206133e-09,2.4282179061352125e-09,6.612847193428425e-10,1.8008988358559203e-10,4.904448147857122e-11,1.3356447989254771e-11,3.6374062384085563e-12,9.90587029864348e-13,2.6976988530288304e-13,7.346733686417907e-14,2.0007606037474566e-14,5.4487383977296115e-15,1.4838731865914117e-15,4.041081573676638e-16,1.1005212866350861e-16,2.9970864983926196e-17,8.162066093525594e-18,2.222802810356277e-18,6.053433379627986e-19,1.6485517973463821e-19,4.4895563527305306e-20,1.2226559260550882e-20,3.329699854660316e-21,9.067883192532284e-22,2.4694870163244167e-22,6.725236744135706e-23,1.831506258817748e-23,4.9878023684646546e-24,1.3583449331437545e-24,3.6992262746073275e-25,1.0074226874814713e-25,2.743547963580922e-26,7.471596105589403e-27,2.034764804774741e-27,5.54134317786893e-28,1.5090925566856309e-28,4.109762329356056e-29,1.1192253469786597e-29,3.048023892699884e-30,8.300785606356085e-31,2.2605807601348665e-31,6.156315336200222e-32,1.6765699853374134e-32,4.5658592229768066e-33,1.2434357424003896e-33,3.3862902248456816e-34,9.221997644003054e-35,2.511457521331394e-35,6.839536426854062e-36,1.8626338744309698e-36,5.072573247151453e-37,1.381430870603993e-37,3.7620969817031823e-38,1.0245444778248093e-38,2.7901763089745713e-39,7.598580641117149e-40,2.0693469288605625e-40,5.635521835239759e-41,1.5347405460403858e-41,4.179610358230646e-42,1.1382472947430341e-42,3.09982700047261e-43,8.441862745677031e-44,2.299000770236063e-44,6.260945837164343e-45,1.7050643602820996e-45,4.6434589091109776e-46,1.2645687249620572e-46,3.44384238442276e-47,9.378731368753666e-48,2.5541413418079175e-48,6.955778705493802e-49,1.8942905237011332e-49,5.158784860924098e-50,1.404909168278038e-50,3.826036216517379e-51,1.0419572639023153e-51,2.8375971328023946e-52,7.7277233597206015e-53,2.104516798175425e-53,5.731301118888315e-54,1.560824439313046e-54,4.25064549885208e-55,1.1575925326274254e-55,3.1525105350625946e-56,8.585337580852784e-57,2.3380737528840524e-57
0.64,0.6733327094195423,0.21578377985257693,0.06410444418081931,0.018923655069988454,0.005583199518682139,0.0016471778637998057,0.00048595498146141813,0.0001433677343650727,4.229672992928342e-05,1.2478493614496213e-05,3.681438331288361e-06,1.086107715041254e-06,3.2042638298308097e-07,9.453304261603926e-08,2.788938932883574e-08,8.228001718876283e-09,2.427446922110762e-09,7.161518386835929e-10,2.112810176726447e-10,6.233268703302303e-11,1.8389554894972705e-11,5.4253353309805745e-12,1.6005968399829392e-12,4.722123311961864e-13,1.3931333622782461e-13,4.110059049445605e-14,1.2125605378012481e-14,3.577328306344351e-15,1.0553928989457314e-15,3.1136481635461505e-16,9.185967516020612e-17,2.7100685361085498e-17,7.995316179375284e-18,2.3587994161937944e-18,6.958992691482182e-19,2.0530605081396085e-19,6.056993643981987e-20,1.786950353279283e-20,5.271908396763131e-21,1.5553324183214074e-21,4.588583012874013e-22,1.3537359485350188e-22,3.993827752956301e-23,1.1782696719803745e-23,3.4761624831743956e-24,1.025546689080057e-24,3.0255950824330394e-25,8.926190977277276e-26,2.6334285716366876e-26,7.769210920499246e-27,2.2920932421451755e-27,6.762194364971601e-28,1.9950005431217714e-28,5.88570359301241e-29,1.7364159074659834e-29,5.1228203324416995e-30,1.5113480615813926e-30,4.458819195318378e-31,1.3154526824044199e-31,3.8808834443474767e-32,1.1449485420548132e-32,3.377857600600667e-33,9.965445215082392e-34,2.940032117314499e-34,8.673760844882946e-35,2.558955963479246e-35,7.549499853790777e-36,2.227273499653923e-36,6.570961438948473e-37,1.9385824973384175e-37,5.719257575780648e-38,1.6873105613526114e-38,4.977948436014376e-39,1.4686075698923747e-39,4.332725061475421e-40,1.278252056110055e-40,3.771133168540313e-41,1.112569724170306e-41,3.282332752039909e-42,9.683625269551827e-43,2.8568888484211354e-43,8.428469364563485e-44,2.4865894194184377e-44,7.336002153320932e-45,2.1642868409741737e-45,6.385136525475947e-46,1.883759937782367e-46,5.55751860439557e-47,1.6395939004076638e-47,4.8371734754568386e-48,1.4270757671058377e-48,4.210196833737448e-49,1.2421034529064509e-49,3.664486599199081e-50,1.081106570011364e-50,3.189509318923938e-51,9.409775111620784e-52,2.776096847434528e-52,8.190114657276314e-53,2.4162693805628946e-53,7.128542106866409e-54
0.66,0.6757329487859847,0.23575012171957405,0.0754967278602233,0.023978696513495292,0.007609642445166073,0.0024147202401555686,0.0007662416555320167,0.0002431444313896728,7.715478409592705e-05,2.448281716340098e-05,7.76890691568051e-06,2.465235689849598e-06,7.822705397832474e-07,2.4823070667517755e-07,7.876876426092453e-08,2.499496660303176e-08,7.931422580366626e-09,2.516805289138454e-09,7.986346458345584e-10,2.5342337775586386e-10,8.041650675707789e-11,2.5517829555728586e-11,8.097337866244772e-12,2.5694536589379367e-12,8.153410681986699e-13,2.5872467291981833e-13,8.209871793328633e-14,2.6051630137254723e-14,8.26672388915768e-15,2.623203365759589e-15,8.323969676981166e-16,2.6413686444488993e-16,8.381611883055397e-17,2.6596597148912117e-17,8.439653252515614e-18,2.678077448175013e-18,8.498096549506695e-19,2.6966227214209435e-19,8.556944557314795e-20,2.7152964178235677e-20,8.616200078499896e-21,2.734099426693438e-21,8.67586593502928e-22,2.7530326434994437e-22,8.735944968411911e-23,2.772096969911458e-23,8.796440039833767e-24,2.79129331384328e-24,8.857354030294098e-25,2.810622589495871e-25,8.918689840742628e-26,2.830085717400893e-26,8.980450392217713e-27,2.849683624464548e-27,9.042638625985446e-28,2.8694172440117205e-28,9.10525750367967e-29,2.8892875158304257e-29,9.16831000744328e-30,2.9092953862165658e-30,9.23179914006986e-31,2.9294418080189964e-31,9.295727925146934e-32,2.9497277406849044e-32,9.36009940719991e-33,2.9701541503055e-33,9.424916651837059e-34,2.990722009662027e-34,9.490182745895522e-35,3.011432298272088e-35,9.555900797588306e-36,3.0322860024362945e-36,9.622073936652318e-37,3.0532841152852386e-37,9.688705314497407e-38,3.0744276368267873e-38,9.755798104356452e-39,3.095717573993664e-39,9.823355501436478e-40,3.1171549406915776e-40,9.891380723070824e-41,3.138740757847247e-41,9.959877008872374e-42,3.160476053457194e-42,1.002884762088782e-42,3.1823618626366575e-43,1.0098295843753034e-43,3.204399227668891e-44,1.0168224984849482e-44,3.2265891980547974e-45,1.0238638374461733e-45,3.2489328305629124e-46,1.0309539365936066e-46,3.271431189279731e-47,1.0380931335840167e-47,3.294085345660382e-48,1.0452817684123929e-48,3.3168963785796567e-49,1.0525201834281374e-49,3.339865374383387e-50,1.0598087233513698e-50
0.68,0.6765113650587894,0.2553955872568817,0.08764321091015688,0.029764216244410203,0.010096076777370696,0.0034241383007806874,0.001161296460677264,0.00039385296538856497,0.00013357495802157623,4.530185259552196e-05,1.5364091243740252e-05,5.210720669166907e-06,1.767212226245672e-06,5.993487755079328e-07,2.032687129297551e-07,6.893844009458552e-08,2.3380423156007816e-08,7.929453962172232e-09,2.68926869794708e-09,9.12063575154016e-10,3.0932571585641343e-10,1.04907597558564e-10,3.557933744706289e-11,1.2066707108274946e-11,4.092415173653352e-12,1.3879397090912294e-12,4.707187698047129e-13,1.596439375537011e-13,5.4143128408122473e-14,1.836260367126279e-14,6.227664036075366e-15,2.1121078492219744e-15,7.163198818856594e-16,2.4293938085297017e-16,8.239271903756168e-17,2.794343233512683e-17,9.476995295079892e-18,3.2141162454858743e-18,1.0900652493580378e-18,3.6969485765390414e-19,1.2538174926338654e-19,4.2523131503938347e-20,1.4421689947097124e-20,4.891105936328781e-21,1.6588151158530472e-21,5.625859722531249e-22,1.9080063423055552e-22,6.470990003000386e-23,2.1946316786522043e-23,7.443077802176456e-24,2.524314567594071e-24,8.56119498617136e-25,2.90352321902188e-25,9.847278443040521e-26,3.3396975129903546e-26,1.1326560473322026e-26,3.841394966364769e-27,1.302806383488511e-27,4.418458626931104e-28,1.49851711546161e-28,5.082210188966042e-29,1.723627987850739e-29,5.845672119095978e-30,1.9825555609935222e-30,6.723823150440816e-31,2.2803798616240105e-31,7.733892157707173e-32,2.6229440504024956e-32,8.895696178910229e-33,3.01696906174323e-33,1.0232029215537746e-33,3.470185465114653e-34,1.176910943921689e-34,3.991485134864102e-35,1.3537093578850242e-35,4.5910957042507e-36,1.557066858023388e-36,5.280781226386022e-37,1.7909732146217053e-37,6.074072978947487e-38,2.0600175509253725e-38,6.986534940935089e-39,2.3694783793943734e-39,8.036069149989854e-40,2.7254271634216664e-40,9.243266931228627e-41,3.134847436343866e-41,1.0631812888525549e-41,3.6057718147983685e-42,1.222894958434281e-42,4.1474395945589975e-43,1.406601202489163e-43,4.770478020799989e-44,1.6179042436949312e-44,5.4871107892182834e-45,1.8609497397939513e-45,6.311397868699675e-46,2.140506119280677e-46,7.259511350727014e-47,2.462058135533164e-47,8.350052737555095e-48
0.7000000000000001,0.6758640828845299,0.27458441729864935,0.1004481878686314,0.03627554373226761,0.01307868185952383,0.004714333799424523,0.0016992783037156362,0.000612501439797197,0.00022077480508287593,7.957779100055626e-05,2.8683638821851117e-05,1.03389541838765e-05,3.726653172067478e-06,1.3432638947462913e-06,4.841765003647611e-07,1.7452034884751813e-07,6.290547380740863e-08,2.267413892457863e-08,8.172843233724125e-09,2.9458832701525284e-09,1.0618371101937975e-09,3.8273683822045554e-10,1.3795664695148484e-10,4.9726168316033094e-11,1.7923687404957184e-11,6.4605534886354415e-12,2.328692218096577e-12,8.393719603378669e-13,3.025497669148024e-13,1.0905339442522684e-13,3.9308054859658864e-14,1.4168501448245885e-14,5.10700501476526e-15,1.8408086639301156e-15,6.635154121453227e-16,2.391626630083528e-16,8.620565299652645e-17,3.107263698722923e-17,1.1200063287949608e-17,4.037038044297095e-18,1.4551414355521568e-18,5.245025125418323e-19,1.8905577075970523e-19,6.814473449199217e-20,2.456261885222418e-20,8.853541647455396e-21,3.1912395080839988e-21,1.150275223574881e-21,4.14614160616429e-22,1.4944675731553324e-22,5.386775318749944e-23,1.941651251316735e-23,6.998638997653075e-24,2.5226439498985334e-24,9.092814331605965e-25,3.2774848179579596e-25,1.1813621547958758e-25,4.2581937622932905e-26,1.5348565250396595e-26,5.5323564026548e-27,1.9941256310719142e-27,7.187781739061091e-28,2.590820032768364e-28,9.338553514662888e-29,3.3660609630626626e-29,1.2132892304213942e-29,4.3732742003493945e-30,1.5763370144478509e-30,5.681871909426219e-31,2.04801816484874e-31,7.382036185278995e-32,2.6608386183329205e-32,9.590933957937736e-33,3.45703093572642e-33,1.2460791558968499e-33,4.491464761608611e-34,1.6189385408868478e-34,5.835428169384501e-35,2.1033671791760842e-35,7.581540483432491e-36,2.732749501418109e-36,9.850135145779599e-37,3.5504594306858984e-37,1.2797552502970166e-37,4.6128494991601274e-38,1.6626914011068183e-38,5.993134386495681e-39,2.1602120363819372e-39,7.786436514162685e-40,2.8066038225872393e-40,1.0116341413217664e-40,3.6464128910948795e-41,1.3143414629097238e-41,4.737514737682372e-42,1.707626710647205e-42,6.155102716033504e-43,2.218593162586729e-43,7.996869992526362e-44,2.8824541045103733e-44,1.0389742077054813e-44,3.7449595557761565e-45
0.72,0.6739829572292775,0.29319942844114943,0.11381177548301775,0.04349580641545357,0.01658567379628563,0.006322334132317712,0.002409912240237477,0.0009185906619375051,0.0003501405352532193,0.00013346355642694288,5.087248897308605e-05,1.9391137143930884e-05,7.391346622854821e-06,2.817369837062636e-06,1.0739007658187729e-06,4.093402433906066e-07,1.5602878794047203e-07,5.9473709363438554e-08,2.266967623177472e-08,8.64103191063815e-09,3.293714110306081e-09,1.2554695726876675e-09,4.785490771687164e-10,1.8240921503878005e-10,6.952917332517014e-11,2.650253136747385e-11,1.0102006615252916e-11,3.850595863452452e-12,1.4677369624020902e-12,5.594593323200136e-13,2.1324988914070127e-13,8.128475581940808e-14,3.098342304066282e-14,1.1809994305075667e-14,4.501631898543639e-15,1.7158932702682425e-15,6.540494161471479e-16,2.493049224999588e-16,9.502790285914315e-17,3.6221917446528715e-17,1.3806758478590419e-17,5.262741266183214e-18,2.006006382869336e-18,7.646322333894546e-19,2.914559282218536e-19,1.1109466013368541e-19,4.2346105586242984e-20,1.6141123760254604e-20,6.152534516149136e-21,2.3451701092594433e-21,8.939117410764695e-22,3.407335773551616e-22,1.2987788995526145e-22,4.9505735331885027e-23,1.8870169754027215e-23,7.192768760197809e-24,2.7416776378832623e-24,1.0450490653424574e-24,3.9834280072997155e-25,1.518368774784742e-25,5.78758730424284e-26,2.2060626746609453e-26,8.408879674202841e-27,3.2052243205687323e-27,1.2217397968819446e-27,4.656922517735923e-28,1.7750856108267927e-28,6.766118426415664e-29,2.579050738795551e-29,9.830603448076941e-30,3.747144742040814e-30,1.4283043550648798e-30,5.444287507256057e-31,2.075206615211782e-31,7.910093818666139e-32,3.0151014246701796e-32,1.1492703891318845e-32,4.380689871750624e-33,1.6697936302834907e-33,6.364775524776161e-34,2.4260703086950917e-34,9.247485822273192e-35,3.524876988381269e-35,1.343582247327586e-35,5.121351074900504e-36,1.9521124876838076e-36,7.44089422661792e-37,2.836255965833702e-37,1.0810996176979009e-37,4.1208423973926907e-38,1.5707472083201082e-38,5.987238905342441e-39,2.282164152179779e-39,8.698956730868186e-40,3.3157933943200343e-40,1.263885563978324e-40,4.817570122339857e-41,1.8363198809397676e-41,6.999525942544773e-42,2.668019005233669e-42,1.0169725022406436e-42
0.74,0.6710527262632301,0.31114180672440966,0.12763240292222996,0.0513974297811081,0.02063682769751383,0.008282069239264299,0.003323545840605609,0.0013337030955443713,0.0005351996081211523,0.0002147693368378007,8.618441602312582e-05,3.458479507973007e-05,1.3878472516380646e-05,5.569268197272022e-06,2.234881988307273e-06,8.968319220250675e-07,3.598881285770493e-07,1.4441888375049575e-07,5.7953603710697105e-08,2.3256101250990244e-08,9.332400588860672e-09,3.744982867550032e-09,1.5028176881930722e-09,6.030631070479228e-10,2.4200214965500975e-10,9.711262346046951e-11,3.897015645860676e-11,1.5638266584637005e-11,6.2754529105351584e-12,2.518265628687527e-12,1.0105504522203806e-12,4.0552204058594585e-13,1.6273123725753981e-13,6.530213633050942e-14,2.620498117752041e-14,1.0515751506790551e-14,4.219847707710952e-15,1.693375377382627e-15,6.795316720757286e-16,2.7268808766297215e-16,1.0942653037223348e-16,4.391158283417485e-17,1.7621203015789664e-17,7.071182036326372e-18,2.837582391285107e-18,1.1386885227910734e-18,4.569423449758955e-19,1.8336560214050761e-19,7.358246487338485e-20,2.95277798760426e-20,1.1849151641064328e-20,4.754925537996581e-21,1.9080958330837426e-21,7.6569647182436265e-22,3.072650109071046e-22,1.2330184400980173e-22,4.947958341021101e-23,1.9855576322551933e-23,7.967809830414384e-24,3.1973886057158064e-24,1.283074535355669e-24,5.148827578653392e-25,2.0661641006968354e-25,8.291274131430331e-26,3.3271910347944163e-26,1.335162727288407e-26,5.357851381834965e-27,2.1500429006231515e-27,8.62786991478065e-28,3.4622629736738017e-28,1.3893655116817321e-28,5.5753607964745e-29,2.2373268768733817e-29,8.978130271219955e-30,3.602818345419482e-30,1.4457687333520491e-30,5.8017003077488974e-31,2.328154267307523e-31,9.342609933061887e-32,3.7490797576007933e-32,1.5044617221052845e-32,6.0372283856890305e-33,2.4226689217433742e-33,9.721886152748638e-34,3.90127885485037e-34,1.5655374342148344e-34,6.282318052914304e-35,2.5210205297816926e-35,1.0116559617086565e-35,4.0596566857362806e-36,1.6290925996430563e-36,6.537357475415192e-37,2.6233648578804813e-37,1.052725539859681e-37,4.224464084527838e-38,1.69522787523941e-38,6.802750577319404e-39,2.7298639960533077e-39,1.0954623945487238e-39,4.395962068459791e-40,1.7640480041578915e-40
0.76,0.6672486537698672,0.3283306240738646,0.1418088941288679,0.059943749673991034,0.025243398050262197,0.010623376285807968,0.004470191572794602,0.0018809647012592518,0.0007914683477943435,0.0003330321592186143,0.000140132459548189,5.896459327682024e-05,2.4810977120433378e-05,1.0439902169511468e-05,4.392876458170866e-06,1.8484237939239302e-06,7.777752355354417e-07,3.2727035812909806e-07,1.377080195105486e-07,5.7944443077355454e-08,2.438172079940246e-08,1.0259280744943998e-08,4.316875017540114e-09,1.8164440939240214e-09,7.643188957162779e-10,3.2160823242677117e-10,1.3532552412922015e-10,5.694194250769977e-11,2.3959891065739183e-11,1.0081784263058165e-11,4.24218848274265e-12,1.7850176767872544e-12,7.510953649053742e-13,3.160440675286222e-13,1.3298424845508186e-13,5.595678626545121e-14,2.354535943567033e-14,9.907358659323062e-15,4.1687941045300745e-15,1.7541349701326088e-15,7.381006152590932e-16,3.1057616860843197e-16,1.30683479343306e-16,5.498867427527569e-17,2.31379996442318e-17,9.735950804276536e-18,4.096669527217464e-18,1.7237865671897524e-18,7.253306886196625e-19,3.05202870162267e-19,1.2842251598722786e-19,5.4037311653462893e-20,2.273768761097832e-20,9.567508487652705e-21,4.0257927818970525e-21,1.693963223935497e-21,7.127816953096524e-22,2.999225355011887e-22,1.2620066970488552e-22,5.310240861810295e-23,2.234430140218829e-23,9.401980402478888e-24,3.956142279746572e-24,1.6646558562780995e-24,7.004498129471941e-25,2.9473355625271895e-25,1.2401726372924806e-25,5.218368040082297e-26,2.195772119372293e-26,9.239316129447664e-27,3.887696805453369e-27,1.635855537290277e-27,6.88331285281696e-28,2.896343518709362e-28,1.2187163300207479e-28,5.12808471600458e-29,2.157782923452915e-29,9.079466121559389e-30,3.820435510752319e-30,1.607553494490107e-30,6.764224210497061e-31,2.846233691550485e-31,1.1976312397133995e-31,5.039363389575115e-32,2.120450981077215e-32,8.922381689030016e-33,3.754337908075377e-33,1.5797411071689e-33,6.647195928505424e-34,2.7969908177628354e-34,1.1769109439216723e-34,4.952177036571343e-35,2.083764921059031e-35,8.768014984461059e-36,3.689383864311428e-36,1.5524099037654854e-36,6.5321923604145e-37,2.748599898129961e-37,1.156549131311963e-37,4.866499100318351e-38,2.047713568945725e-38
0.78,0.6627346674527593,0.34470211485946967,0.15624218755646477,0.06909063387907118,0.03040836276774611,0.013371258240123226,0.005878618584243805,0.002584422765473072,0.001136184827383449,0.000499498125270435,0.00021959307150969364,9.653913064555182e-05,4.24412464221645e-05,1.8658334528571975e-05,8.202714967375026e-06,3.606138196767789e-06,1.5853571342834492e-06,6.969664239351594e-07,3.064055319701127e-07,1.3470426522384846e-07,5.9219684947680726e-08,2.6034595708419127e-08,1.1445521439360144e-08,5.031764752025323e-09,2.212101620172221e-09,9.725004683493838e-10,4.275378456013893e-10,1.8795734847482678e-10,8.26311991070494e-11,3.6326938644717755e-11,1.597031733240946e-11,7.020988974388672e-12,3.0866190791620533e-12,1.3569622989867678e-12,5.96557797916331e-13,2.622631494777097e-13,1.1529806468746281e-13,5.068818759764099e-14,2.2283915769949893e-14,9.796619795996254e-15,4.306862421223444e-15,1.893414698294945e-15,8.323969676981166e-16,3.659445088585057e-16,1.608792304157693e-16,7.072691665713076e-17,3.109348998560599e-17,1.366954994195267e-17,6.009508604599885e-18,2.641944601111075e-18,1.1614712174631586e-18,5.106145633894144e-19,2.244801493357991e-19,9.86876228349796e-20,4.338578234929072e-20,1.9073578387915528e-20,8.385267542050116e-21,3.686393309202395e-21,1.6206394801339497e-21,7.124775096602744e-22,3.1322463015016374e-22,1.3770212757942043e-22,6.053762735966334e-23,2.6613999295136265e-23,1.1700243127689246e-23,5.143747383808502e-24,2.2613322526454523e-24,9.941436029598245e-25,4.370527604467406e-25,1.9214036568300023e-25,8.447016805719473e-26,3.713539977009611e-26,1.6325738989309432e-26,7.177242070830906e-27,3.155312220600684e-27,1.3871616856750966e-27,6.098342755566223e-28,2.6809985273106384e-28,1.1786403932250839e-28,5.181626033697591e-29,2.2779847447468964e-29,1.0014644946495011e-29,4.402712249747814e-30,1.9355529085295773e-30,8.50922079209673e-31,3.7408865533754975e-31,1.6445962030064252e-31,7.230095412817676e-32,3.1785479975501906e-32,1.3973767697199687e-32,6.1432510632464685e-33,2.700741449540574e-33,1.1873199226554203e-33,5.219783622657709e-34,2.294759866105011e-34,1.0088392975195943e-34,4.435133903345227e-35,1.9498063555776795e-35,8.571882849768355e-36,3.768434510430312e-36,1.6567070395491835e-36
0.8,0.657661981004449,0.3602087465973752,0.17083673985701558,0.07878804260127362,0.036126912501759464,0.016545397370737968,0.0075755427577929935,0.0034683849464970853,0.0015879470172767136,0.0007270155701025664,0.0003328520255968832,0.00015239076598544052,6.976957709078663e-05,3.1942840066930813e-05,1.4624497856029623e-05,6.6955830179984405e-06,3.0654612821848057e-06,1.403470444206622e-06,6.425555916185296e-07,2.941833866358896e-07,1.3468696888087076e-07,6.166418774955815e-08,2.8231922378296223e-08,1.2925515931730629e-08,5.917732411656793e-09,2.709335324093672e-09,1.240424099596392e-09,5.679075355407437e-10,2.6000701617205124e-10,1.1903988629825668e-10,5.4500431328841584e-11,2.4952115693286546e-11,1.1423911011171633e-11,5.23024758282447e-12,2.3945818337423866e-12,1.0963194509795176e-12,5.019316198175629e-13,2.2980104088054664e-13,1.0521058308495683e-13,4.816891494773752e-14,2.2053336263413632e-14,1.0096753079758512e-14,4.62263040548374e-15,2.1163944187703008e-15,9.689559715802884e-16,4.436203698772842e-16,2.0310420529128397e-16,9.298788109846063e-17,4.257295420732738e-17,1.949131874528968e-17,8.923775986518057e-18,4.085602359604366e-18,1.8705250631597065e-18,8.563887779444695e-19,3.9208335318980095e-19,1.7950883968557374e-19,8.218513554096799e-20,3.7627096892377153e-20,1.7226940263943292e-20,7.887067974079937e-21,3.6109628450942526e-21,1.6532192586018943e-21,7.568989309112811e-22,3.465335820604526e-22,1.5865463484149656e-22,7.263738483013025e-23,3.325581808707699e-23,1.5225622993271712e-23,6.970798160076777e-24,3.191463955859334e-24,1.461158671884024e-24,6.689671868304098e-25,3.0627549606146605e-25,1.402231399900898e-25,6.41988315798345e-26,2.9392366884005304e-26,1.3456806140928814e-26,6.160974794210342e-27,2.8206998018235003e-27,1.2914104728173792e-27,5.912507981970507e-28,2.7069434058870598e-28,1.239328999642776e-28,5.674061622475038e-29,2.597774707517047e-29,1.1893479274678015e-29,5.445231599486856e-30,2.4930086888180916e-30,1.141382548927431e-30,5.225630094428997e-31,2.3924677935073458e-31,1.0953515728317844e-31,5.01488492911401e-32,2.2959816259940708e-32,1.0511769863947226e-32,4.812638934980503e-33,2.203386662595085e-33,1.0087839230186452e-33,4.618549347767837e-34,2.1145259743966453e-34,9.681005354114144e-35
0.8200000000000001,0.6521681732770662,0.37481811875458687,0.1855016558622542,0.08898148430301103,0.042387111279400744,0.020159906123035382,0.009584947812767083,0.004556761821290774,0.002166282392743649,0.001029845415414277,0.0004895855710575986,0.0002327475346116907,0.00011064748538459905,5.260148474667556e-05,2.5006589000060606e-05,1.1888057838856267e-05,5.651547244700012e-06,2.686728706331968e-06,1.2772628147366997e-06,6.072069331235378e-07,2.8866436521850813e-07,1.372301783814532e-07,6.523881756014444e-08,3.101433931547672e-08,1.4744124420844238e-08,7.0093127803258885e-09,3.3322063928721806e-09,1.5841209819976022e-09,7.53086390738857e-10,3.5801502433286683e-10,1.7019927490962992e-10,8.091222773050629e-11,3.8465431769844255e-11,1.8286351553297915e-11,8.693276995605039e-12,4.132757958964538e-12,1.9647008091447587e-12,9.340129056145395e-13,4.440269499528847e-13,2.1108908784803106e-13,1.0035112286144272e-13,4.7706624545188866e-14,2.2679587039977927e-14,1.0781808044639982e-14,5.125639391341253e-15,2.4367136811649853e-15,1.1584064173548777e-15,5.507029562568065e-16,2.6180254311995777e-16,1.2446014826205995e-16,5.916798332366236e-17,2.8128282823654445e-17,1.3372101771315202e-17,6.357057304331327e-18,3.0221260847147934e-18,1.4367097282087903e-18,6.83007520291654e-19,3.246997383086952e-19,1.5436128728526418e-19,7.338289564530204e-20,3.488600975021361e-20,1.6584704999576042e-20,7.884319298548566e-21,3.748181882225485e-21,1.7818744891305396e-21,8.47097818297185e-22,4.027077766369442e-22,1.9144607607403384e-22,9.101289364269528e-23,4.326725822269337e-23,2.0569125529165934e-23,9.778500936134626e-24,4.648670183980465e-24,2.2099639423843486e-24,1.0506102677426463e-24,4.994569881965564e-25,2.374403627278079e-25,1.1287844035556152e-25,5.366207392342327e-26,2.5510789914285377e-26,1.2127753447984751e-26,5.7654978222663236e-27,2.7409004710663305e-27,1.30301591014018e-27,6.194498778782417e-28,2.944846246444433e-28,1.3999711235559216e-28,6.655420972000956e-29,3.1639672825566087e-29,1.5041406106695806e-29,7.15063960723814e-30,3.399392744926979e-30,1.6160611734039943e-30,7.682706624826776e-31,3.6523358183794447e-31,1.7363095562064897e-31,8.254363850670226e-32,3.9240999587718986e-32,1.8655054181048154e-32,8.868557125307078e-33,4.216085609911417e-33
